"Location Name","Location Name ZH","Thai / Alt Name","Google Maps URL","Category","Notes","Notes ZH","Source URL","Source Tags","Verification Status","Lat","Lng","Icon","Country Code","Destination Key","Slug"
"Mok","Mok 伊善料理","หมก","https://www.google.com/maps/place/Mok/@15.2263029,104.8664362,17z/data=!3m1!4b1!4m6!3m5!1s0x3116877d3a37ea33:0xdc41667d03e3edef!8m2!3d15.2263029!4d104.8664362!16s%2Fg%2F11j4n36sdl?entry=ttu","Restaurant","Modern Thai and Isan restaurant. LingLing Kwong's Instagram post from 27 May 2023.","現代泰式與伊善料理餐廳。LingLing Kwong 於 2023 年 5 月 27 日分享的 IG 貼文。","https://www.threads.com/@littleb20/post/DaxNllGEtsS, https://www.facebook.com/mok113myauntykitchen, https://guide.michelin.com/th/th/ubon-ratchathani-province/ubon-ratchathani/restaurant/mok, https://www.ryoiireview.com/restaurant/view/17511","Threads","Published","15.2263029","104.8664362","🍽","TH","ubon-ratchathani","mok-ubon-ratchathani"
"Moo Ping Sutra Akong (Jae Hoong)","阿公秘方烤豬肉串（老闆娘阿虹）","ร้านหมูปิ้ง สูตรอากง (เจ๊ฮุ้ง)","","Street Food","63+ year old grilled pork skewer (moo ping) stall opposite Wat Suthat near Sao Ching Cha, run by 'Jae Hoong'. 10 THB/skewer for pork, meatballs, sausage; sticky rice 5 THB/pack. Open roughly Tue-Fri/Sat 11:00-16:00 or 17:00 (sources vary).","位於蘇泰寺(Wat Suthat)對面、大秋千廣場附近，開業超過63年的老字號烤豬肉串攤，由老闆娘「阿虹」經營。豬肉串、貢丸、香腸各10泰銖一串，糯米飯5泰銖一包。營業時間大約週二到週五或週六的11點到下午4點或5點（各來源說法不太一樣）。","https://www.wongnai.com/reviews/61d7a245c1054970b8b58d08bcf3a79a","","Paused","","","🍜","","","moo-ping-sutra-akong-jae-hoong"
"Nai Ek Roll Noodles","陳億粿條店","ร้านก๋วยจั๊บนายเอ็ก","","Street Food","Michelin Bib Gourmand (2018-2019) kuay chap (rolled rice noodle soup in peppery broth) shop at 442 Yaowarat Soi 9, Chinatown. Started as a cart in the 1960s, permanent shop since 1989. Open daily 8:00-24:00.","位於耀華力路9巷442號、唐人街的米其林必比登推薦（2018-2019）粿條粿汁店，主打胡椒湯頭的粿汁配豬肉、酥肉等配料。1960年代從路邊攤起家，1989年開設固定店面。每日8:00-24:00營業。","https://danielfooddiary.com/2022/08/18/naiekrollnoodle/","","Paused","","","🍜","","","nai-ek-roll-noodles"
"Nai Uan Yentafo @ Amarin","Nai Uan 粉紅麵（Amarin）","นายอ๋วน เย็นตาโฟ","https://maps.app.goo.gl/R9qneM6JiMYHs5J17","Restaurant","Yen ta fo (pink noodles) shop at Amarin Plaza area; fermented-tofu broth (豆腐乳). 00K's (Kling) favourite. Confirmed name via Google Maps.","位於 Amarin 商圈的粉紅色豆腐乳湯底麵店（เย็นตาโฟ），為 00K（Kling）最愛，店名已確認。","https://www.threads.com/@my_go_go_d/post/DDVt-bayjvt","Threads","Published","13.7436535","100.5413896","🍜","TH","bangkok","nai-uan-yentafo-amarin"
"NanaFlora","NanaFlora 花卉批發（帕孔他叻）","นานาฟลอร่า","","Shopping","Wholesale and retail flower shop at 98/1-2 Chakrapetch Rd, within the Pak Khlong Talat flower market area. Sources fresh flowers from Thailand and abroad, also offers flower arrangement and floral foam supplies.","位於帕孔他叻花市一帶、Chakrapetch路98/1-2號的花卉批發零售店，供應泰國及進口鮮花，並提供花藝設計與插花用品。","https://www.nanaflora.net/index.php?page=contact","","Paused","","","🛍","","","nanaflora"
"Nattaporn Coconut Ice Cream","納塔蓬椰奶冰淇淋","นัฐพรไอศครีมกะทิสด","","Street Food","80+ year old homemade coconut ice cream shop in a two-story shophouse at 94 Phraeng Phuthon Rd, Old Town (near Wat Suthat / Dinso Rd). Popular flavors: coconut, coffee, matcha, Thai tea, Mahachanok mango. Cash only, open roughly 9:00-17:00.","位於帕蘭蓬路94號、老城區（近蘇泰寺／Dinso路）兩層樓老屋內，開業超過80年的手工椰奶冰淇淋店。招牌口味有椰子、咖啡、抹茶、泰式奶茶、瑪哈查諾克芒果。只收現金，約9:00-17:00營業。","https://en.wikipedia.org/wiki/Nattaporn_Ice_Cream","","Paused","","","🍜","","","nattaporn-coconut-ice-cream"
"Ngon Restaurant","Ngon 越南餐廳","","https://www.google.com/maps/place/Ngon+Restaurant/@10.777481,106.6993877,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f48d88c3da3:0xbd0b6eeb085c542c!8m2!3d10.777481!4d106.6993877!16s%2Fg%2F1tyzwh69?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","The restaurant LingOrm and their team visited twice during their two fan meetings in Vietnam in 2025.

https://www.threads.com/@___epoh___/post/DSNokJcEmSS","LingOrm 與團隊2025 兩次越南 FM 都造訪的餐廳
LingOrm and the team visited twice when having Fan Meeting in Vietnam in 2025.

https://www.threads.com/@___epoh___/post/DSNokJcEmSS","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","10.7774810","106.6993880","🍽","VN","ho-chi-minh-city","ngon-restaurant"
"Nguan Soon No.1 Hand Brand (Yaowarat original store)","Nguan Soon 手標第一號胡椒行（耀華力路本店）","ง่วนสูน พริกไทยตรามือที่ 1","","Shopping","Original Nguan Soon pepper/spice shop (est. 1954, 70+ years) at 158 Soi Issaranuphap, Yaowarat Rd, Chakkrawat, Samphanthawong (Talat Mai/Chinatown area). Famous for ground white/black pepper under the 'No.1 Hand Brand'. Open Mon-Sat 9:00-17:30.","位於耀華力路伊薩拉努巷158號（中國城一帶）的Nguan Soon胡椒香料本店，創立於1954年、已有70多年歷史，以手標第一號黑白胡椒粉聞名。週一至週六9:00到17:30營業。","https://www.bangkokchili.com/en/history-of-us/","","Paused","","","🛍","","","nguan-soon-no1-hand-brand-yaowarat"
"Nice Two Meat You","韓式烤肉店","Nice Two Meat U","https://www.google.com/maps/place/Nice+Two+Meat+U/@13.7452351,100.5330353,17z/data=!4m14!1m7!3m6!1s0x30e29932e264760d:0x342b2105a005afc9!2sNice+Two+Meat+U!8m2!3d13.7452351!4d100.5330353!16s%2Fg%2F11c6zws489!3m5!1s0x30e29932e264760d:0x342b2105a005afc9!8m2!3d13.7452351!4d100.5330353!16s%2Fg%2F11c6zws489?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Korean BBQ restaurant. Venue for the LingOrm public fan event. Mixed online reviews — didn't dine in. Visited for photos outside only.","公開活動的那間韓式烤肉店；因為看到評價較兩極，這次只去外面拍照打卡。","https://www.threads.com/@ddding._.dong/post/DMNK2DoxybR, https://hk.trip.com/moments/detail/bangkok-191-126551489/","Threads, Trip.com","Published","13.7452351","100.5330353","🥩","TH","bangkok","nice-two-meat-you"
"Oh! Juice","Oh! Juice 鮮果汁","โอ้ จู๊ซ เซ็นทรัลเวิล์ด","https://www.google.com/maps/place/Oh!+Juice+centralwOrld/@13.7449861,100.5396736,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29f2beda177d3:0x93a1c7b982e0cf00!8m2!3d13.7449861!4d100.5396736!16s%2Fg%2F11w33m26lp?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Beverages","Fresh-juice shop; Lingorm ordered 'Ocean N Earth' (avocado + coconut + banana, 280–340 THB). KKday lists as fan pilgrimage. Same as '狗豬 drink' referenced in @my_go_go_d.","鮮果汁店；玲玲點過「Ocean N Earth」（牛油果、椰子、香蕉），價格約 280–340 泰銖。KKday 將其列為粉絲朝聖點，與 @my_go_go_d 提到的「狗豬 drink」為同一地點。","https://www.kkday.com/zh-hk/blog/111889/lingorm-bangkok-itinerary-attractions-guide, https://www.threads.com/@my_go_go_d/post/DDVt-bayjvt","KKday, Threads","Published","13.7449861","100.5396736","🥤","TH","bangkok","oh-juice"
"Owl cafe Bangkok","Owl Cafe 曼谷","","https://www.google.com/maps/place/Owl+cafe+Bangkok/@13.7411256,100.5227504,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2990032bd6c69:0x69472b7d7e8180a6!8m2!3d13.7411256!4d100.5227504!16s%2Fg%2F11ytxg0qj5?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","Orm visited.

Ref: Orm’s Reels, https://www.threads.com/@___epoh___/post/DYCvvpkGNLy","Orm visited

Ref: Orm’s reels, https://www.threads.com/@___epoh___/post/DYCvvpkGNLy","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7411256","100.5227504","☕","TH","bangkok","owl-cafe-bangkok"
"Pak Khlong Talat (Bangkok Flower Market)","帕孔他叻花市","ปากคลองตลาด","","Shopping","Bangkok's largest wholesale/retail fresh flower market on Chak Phet Road, between Wat Pho and Memorial Bridge. Open 24 hours; best visited 5:00-8:00 AM when flowers are freshest. Originated as a floating market under Rama I, became a flower market in the 1950s.","曼谷最大的鮮花批發零售市場，位於恰克佩路，介於臥佛寺與紀念橋之間。24小時營業，建議清晨5:00-8:00造訪最新鮮。起源於拉瑪一世時期的水上市場，1950年代轉型為花市。","https://en.wikipedia.org/wiki/Pak_Khlong_Talat","","Paused","","","🛍","","","pak-khlong-talat"
"Pan Pan Italian Restaurant","Pan Pan 義大利餐廳","ร้านอาหารอิตาเลียน Pan Pan","https://www.google.com/maps/place/Pan+Pan+Italian+Restaurant/@12.8761163,100.9059953,12.54z/data=!4m6!3m5!1s0x31029660ba10780b:0xeacc1647157ec284!8m2!3d12.9050672!4d100.8689639!16s%2Fg%2F1tfskfxg?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Orm's favorite Italian restaurant when she was a child","Orm 小時候很喜歡的義大利餐廳","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","12.9050672","100.8689639","🍽","TH","pattaya","pan-pan-italian-restaurant"
"Paragon Department Store","Paragon 百貨","ห้างสรรพสินค้าพารากอน","https://www.google.com/maps/place/Paragon+Department+Store/@13.7479835,100.5326363,16.1z/data=!4m6!3m5!1s0x30e29f35b1e15d5d:0x8e348cb339c34002!8m2!3d13.7470782!4d100.5353086!16s%2Fg%2F11j8z7fx2v?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Shopping","Haus64 on the 4th floor.","Haus64 @ 4F","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7479835","100.5326363","🛍","TH","bangkok","paragon-department-store"
"Pata Plantation - Original Tiwanon","帕塔莊園義式餐廳（Tiwanon 總店）","พาทาแพลนเทชั่น","https://maps.app.goo.gl/Xbs3mcjYdRWViJw66","Restaurant","Well-known Italian restaurant in Nonthaburi (Pak Kret); the original head branch of three. Filming location for the LingOrm series 'In Love Forever' (วุ่นฝันวันวิวาห์) — a dining scene for the characters Runch and Neen. Near IMPACT Muang Thong Thani and Don Mueang Airport.","暖武里府（Pak Kret）知名義大利餐廳，三間分店中的總店。LingOrm 影集《In Love Forever》（วุ่นฝันวันวิวาห์）拍攝場景，劇中 Runch 與 Neen 在此用餐。鄰近 IMPACT 會展中心與廊曼機場。","https://www.threads.com/@littleb20/post/Dap6mqZEqMW","Threads","Published","13.9462182","100.5552051","🍽","TH","bangkok","pata-plantation-original-tiwanon"
"Phra Phutthayotfa Bridge (Memorial Bridge)","拍佛陀約華橋（紀念橋）","สะพานพระพุทธยอดฟ้า / สะพานพุทธ","","Activity","Historic bascule bridge over the Chao Phraya River (opened 1932), commemorating Rama I and the founding of Bangkok's Chakri dynasty (150th anniversary). Connects Phra Nakhon and Thonburi. Popular for photography and riverside walks; a night market and midnight flower market operate nearby.","橫跨昭披耶河的歷史性開合橋（1932年啟用），為紀念拉瑪一世與曼谷卻克里王朝建都150週年而建，連接帕那空區與吞武里。是熱門的拍照與河濱散步景點，附近有夜市與午夜花市。","https://en.wikipedia.org/wiki/Memorial_Bridge_(Bangkok)","","Paused","13.7391700","100.4975000","🎯","TH","bangkok","phra-phutthayotfa-bridge-memorial-bridge"
"PLANTIFUL on Sukhumvit 61","PLANTIFUL 植物系咖啡餐廳（Sukhumvit 61）","","https://www.google.com/maps/place/PLANTIFUL+on+Sukhumvit+61/@13.7250294,100.5833889,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29ffef1a393f5:0x88c6d9a71ca8f243!8m2!3d13.7250294!4d100.5833889!16s%2Fg%2F11jgz90nbl?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","Plant-based cafe at 27 Sukhumvit 61 serving food, juice and coffee. The supplied Threads post says Orm shared its drinks on Instagram Stories and recommends showing staff the photos to order the blue and brown smoothies.","位於 Sukhumvit 61 的植物系咖啡餐廳，供應植物性餐點、果汁與咖啡。來源 Threads 指出小奧曾在限時動態分享店內飲料，建議出示照片點藍色與咖啡色奶昔。","https://www.threads.com/@ddding._.dong/post/DMNZGbHvpgk, https://www.plantifulbkk.com/, https://www.openstreetmap.org/node/11789621369","Threads","Published","13.7250381","100.5832247","☕","TH","bangkok","plantiful-sukhumvit-61"
"Prannok","พรานนก／Prannok 街區","","https://www.google.com/maps/search/?api=1&query=Prannok+Siriraj%2C+Bangkok+Noi%2C+Bangkok+10700","Neighbourhood","Prannok Pier.","Parnnok 碼頭
Parnnok Pier","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7560132","100.4868130","🏘️","TH","bangkok","prannok"
"Prasit Pochana","Prasit Pochana 餐廳","ร้านประสิทธิ์โภชนา","https://www.google.com/maps/search/?api=1&query=Prasit+Pochana+4+Na+Mueang+Rd%2C+Nai+Mueang%2C+Mueang+Khon+Kaen+District%2C+Khon+Kaen+40000","Restaurant","Prasit (ประสิทธิ์) — recommended by the Michelin Guide.

Cuisine: Authentic local Isan food.
Features: This long-established restaurant is an excellent choice for experiencing authentic, boldly flavored Isan cuisine loved by locals. It is known for its satisfyingly spicy som tum, aromatic northeastern grilled meats, and a variety of freshly prepared snacks.
Tip: The menu focuses mainly on cooked dishes, grilled items, and classic salads, making it ideal for anyone who wants to experience authentic northeastern Thai spice levels.","Prasit (ประสิทธิ์) ── 米其林指南推薦 料理風格：道地伊桑在地小吃 特色：如果想體驗最道地、深受本地人喜愛的重口味依善美食，這家老店是不二之選。這裡以辛辣過癮的青木瓜沙拉（Som Tum）、香氣四溢的東北烤肉和各式現做小吃聞名。 Tips：店內多以煮熟的熟食、烤物與經典沙拉為主，非常適合想要朝聖正宗東北風辣度的饕客。","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","16.4342530","102.8333790","🍽","TH","khon-kaen","prasit-pochana"
"PUNGDET (Banthat Thong)","PUNGDET 麵包坊（邦拉塞通）","ปังเด็ด (บรรทัดทอง)","","Cafe","Bakery and cafe at 1596 Banthat Thong Rd, across from Chulalongkorn University Soi 18. Known for peanut butter/PBJ/Ferrero buns, tuna ebiko, cold brew, and matcha latte.","位於邦拉塞通路1596號（朱拉隆功大學18巷對面）的麵包咖啡店，招牌是花生醬和PBJ和Ferrero可頌，鮪魚飛魚卵麵包，以及冷萃咖啡與抹茶拿鐵。","https://www.facebook.com/pungdetbanthatthong/","","Paused","","","☕","","","pungdet-banthat-thong"
"R Bar","R Bar","","https://www.google.com/maps/place/R+Bar+at+Renaissance+Bangkok+Ratchaprasong+Hotel/@13.7425439,100.5420624,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29eda8b48bd97:0x4d4ca341c05281b3!8m2!3d13.7425439!4d100.5420624!16s%2Fg%2F11j8lzbkly?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Bar / Rooftop Club","R Bar at Renaissance Hotel
(TSOU Fahlasa drunk scene)","我們的秘密 法拉達酒醉場景
R Bar at Renaissance Hotel
(TSOU Fahlasa drunk scene)","https://www.douban.com/group/topic/311908182/","Douban","Published","13.7425439","100.5420624","🍸","TH","bangkok","r-bar"
"Renaissance Bangkok Ratchaprasong Hotel","曼谷拉差帕頌文藝復興酒店","โรงแรมเรเนซองส์ กรุงเทพ รัชดาประสงค์","https://maps.app.goo.gl/K7BJuJ3jZyMFV3v9A","Hotel","Hotel bar featured as a filming location in TSOU. To visit.","TSOU拍攝酒吧，待打卡，有機會要去！","https://www.threads.com/@ddding._.dong/post/DMNK2DoxybR","Threads","Published","13.7443000","100.5410000","🏨","TH","bangkok","renaissance-bangkok-ratchaprasong-hotel"
"Royal Osha","Royal Osha 泰國料理","","https://www.google.com/maps/place/Royal+Osha/@13.7345077,100.5462202,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29ed8abc16a1f:0x9e70b41b1fe24ada!8m2!3d13.7345077!4d100.5462202!16s%2Fg%2F11b77yr1qx?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","LingOrm visited; featured in Orm’s Reels.
Ref: https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","LingOrm visited, Orm’s reels
Ref: https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","https://maps.app.goo.gl/SThB6uC4zygrANNY7, https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","Threads","Published","13.7345077","100.5462202","🍽","TH","bangkok","royal-osha"
"Sabienglae, Bang Rak Beach","Sabienglae（Bang Rak Beach）","เสบียงเล หาดบางรักษ์","https://www.google.com/maps/place/Sabienglae,+Bang+Rak+Beach/@9.5582458,100.0558643,17z/data=!3m1!4b1!4m6!3m5!1s0x3054f11661978035:0x398755b3992dd4f4!8m2!3d9.5582458!4d100.0558643!16s%2Fg%2F11tt0vypwb?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Koh Samui three-day, two-night trip — restaurant on the third day (Dew’s birthday celebration).

https://www.threads.com/@___epoh___/post/DSAM_XEGBLH","蘇梅島三天兩夜 - 第三天餐廳 (Dew 慶生)
Koh Samui 3 days trip - Restaurant on third day (Dew's birthday celebration)

https://www.threads.com/@___epoh___/post/DSAM_XEGBLH","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","9.5582560","100.0558830","🍽","TH","koh-samui","sabienglae-bang-rak-beach"
"SALA Samui Chaweng Beach","SALA Samui Chaweng Beach 酒店","ศาลา สมุย เฉวง บีช รีสอร์ท","https://www.google.com/maps/place/SALA+Samui+Chaweng+Beach+Resort/@9.5377821,100.069772,17z/data=!4m10!3m9!1s0x3054f02dfe6c7f01:0x22fbb1860b026efd!5m3!1s2026-11-10!4m1!1i2!8m2!3d9.5377821!4d100.069772!16s%2Fg%2F11cs3c2bff?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Hotel","Koh Samui three-day, two-night trip — hotel.

https://www.threads.com/@___epoh___/post/DSAM_XEGBLH","蘇梅島三天兩夜 - 飯店
Koh Samui 3 days trip - Hotel

https://www.threads.com/@___epoh___/post/DSAM_XEGBLH","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","9.5377820","100.0697720","🏨","TH","koh-samui","sala-samui-chaweng-beach"
"Sam Lor","Sam Lor 餐廳","สามล้อ","https://www.google.com/maps/search/?api=1&query=Sam+Lor+1076+%E0%B8%96.+%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%2C+Bang+Rak%2C+Bangkok+10500","Restaurant","There is an Orm Matter Makers poster wall across from the restaurant.","餐廳對面有 Orm Matter Makers 海報牆","https://www.threads.com/@ych9.5.3.1/post/DQKGS1YiUcY","Threads","Published","13.7302500","100.5155560","🍽","TH","bangkok","sam-lor"
"Sampeng Market","三聘市場","ตลาดสำเพ็ง / ซอยวานิช 1","","Shopping","One of Bangkok's oldest wholesale/retail markets on Soi Wanit 1, Chinatown, selling cheap clothing, fabrics, shoes, bags, jewelry, stationery, and toys. Mostly covered lanes. Open daily roughly 9:00-17:00.","位於唐人街Soi Wanit 1、曼谷最古老的批發零售市場之一，販售平價服飾、布料、鞋類、包包、飾品、文具與玩具，多為有頂棚的巷弄。每日約9:00-17:00營業。","https://www.northofknown.com/sampeng-market-bangkok/","","Paused","13.7417100","100.5058700","🛍","TH","bangkok","sampeng-market"
"SEKI OMAKASE (Siam Paragon)","Seki 無菜單料理","","https://www.google.com/maps/place/SEKI+OMAKASE+(Siam+Paragon)/@13.7459022,100.5348384,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29f459b947439:0x5a2ad269b1ccca8!8m2!3d13.7459022!4d100.5348384!16s%2Fg%2F11x8hbmc67?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Japanese omakase restaurant; on @nightviper74's Lingorm-inspired Bangkok wishlist. Verify current operations.","日本無菜單料理餐廳；出現在 @nightviper74 的 Lingorm 風格曼谷願望清單中。前往前請確認營業狀態。","https://www.threads.com/@nightviper74/post/DId7paOJUKp","Threads","Published","13.7459022","100.5348384","🍣","TH","bangkok","seki-omakase"
"Shell Asoke V-Power Station","Shell Asoke V-Power 加油站","เชลล์อโศก ศิวเศรษฐี","https://www.google.com/maps?q=PHV6+6XM+Shell+SivasetThee+-+Asoke+V-power+Station,+Asok+Montri+Rd,+Khlong+Toei+Nuea,+Watthana,+Bangkok+10110%E6%B3%B0%E5%9C%8B&ftid=0x30e29ee5409ee0f7:0x28ad128f32adaf7&entry=gps&lucs=,94284487,94224825,94227247,94227248,94231188,94280568,47071704,94266210,47069508,94218641,94282134,94203019,47084304&g_ep=CAISEjI1LjQyLjEuODE4NTg2NzMyMBgAIIgnKnUsOTQyODQ0ODcsOTQyMjQ4MjUsOTQyMjcyNDcsOTQyMjcyNDgsOTQyMzExODgsOTQyODA1NjgsNDcwNzE3MDQsOTQyNjYyMTAsNDcwNjk1MDgsOTQyMTg2NDEsOTQyODIxMzQsOTQyMDMwMTksNDcwODQzMDRCAlRX&skid=f5546b08-659a-4618-937e-1b3ecca98018&g_st=ipc","Other","Orm family’s omelet, Shell Cafe x Sethachon.

Ref:
https://www.threads.com/@wei_511527/post/DQJcHaukdzh","Orm 家煎蛋捲 Shell cafe X Sethachon
Orm family's omelette, Shell cafe X Sethachon

Ref:
https://www.threads.com/@wei_511527/post/DQJcHaukdzh","https://www.threads.com/@wei_511527/post/DQJcHaukdzh","Threads","Published","13.7431340","100.5624120","🔖","TH","bangkok","shell-asoke-v-power-station"
"Shibainu Story (Farm & Cafe)","Shibainu Story 柴犬農場咖啡","","https://www.google.com/maps/place/Shibainu+Story+(Farm+%26+Cafe)/@13.7418469,100.524093,17z/data=!3m1!4b1!4m6!3m5!1s0x311d5f0f96fb12f9:0xba91dab11d65cbdb!8m2!3d13.7418469!4d100.524093!16s%2Fg%2F11vfbkmssv?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Cafe","The cafe where Orm was surrounded by Shiba Inus.

https://www.instagram.com/p/DP1PYaQgZWr/","Orm 被柴柴包圍的咖啡廳
Where Orm surrounded by Shiba Inu

https://www.instagram.com/p/DP1PYaQgZWr/","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7418470","100.5240930","☕","TH","bangkok","shibainu-story-farm-cafe"
"Shiro-i Omakase","Shiro-i Omakase","ชิโรอิ โอมากาเสะ","https://www.google.com/maps/search/?api=1&query=Shiro-i+Omakase+Bangkok","Restaurant","Lingling visited.","Lingling visited","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7354909","100.5245245","🍽","TH","bangkok","shiro-i-omakase"
"SkyRise Adventures","SkyRise 高空歷險","LO 無關的地點，但我想去","https://www.google.com/maps/place/SkyRise+Adventures+-+Central+Westville/@13.8060053,100.4489456,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29b9eab0fd35b:0xda69ae4858383e28!8m2!3d13.8060053!4d100.4489456!16s%2Fg%2F11vjl5llzd?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Activity","High-altitude rope-course and adventure park on top of Central Westville mall. KKday recommended for thrill-seekers.","位於 Central Westville 商場頂樓的高空繩索／冒險設施。KKday 推薦給喜歡刺激活動的人。","https://www.kkday.com/zh-hk/blog/111889/lingorm-bangkok-itinerary-attractions-guide","KKday","Published","13.8060053","100.4489456","🧗","TH","bangkok","skyrise-adventures"
"Smith & Co. (Chidlom)","Smith & Co.（Chidlom）","","https://www.google.com/maps/place/Smith+%26+Co.+(Chidlom)/@13.7431515,100.5438891,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29f18798f789b:0x32390efa4fbe62f!8m2!3d13.7431515!4d100.5438891!16s%2Fg%2F11l2250m6j?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Lingling visited (posted on Instagram).","Lingling visited (IG posted)","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7431515","100.5438891","🍽","TH","bangkok","smith-co-chidlom"
"Somtam Nua","Somtam Nua 青木瓜沙拉","ส้มตำนัว","https://www.google.com/maps/place/Somtam+Nua/@13.7444073,100.5342979,17z/data=!3m1!4b1!4m6!3m5!1s0x30e299d798dd987b:0xb0fdd04ebf73637!8m2!3d13.7444073!4d100.5342979!16s%2Fg%2F11g1kmy724?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Orm visited.","Orm visited","https://maps.app.goo.gl/SThB6uC4zygrANNY7","Threads","Published","13.7455620","100.5326970","🍽","TH","bangkok","somtam-nua"
"Sook Sabai Onsen & Spa","舒適泰日式溫泉 Spa","","https://www.google.com/maps/search/?api=1&query=Sook+Sabai+Onsen+Spa+Bangkok","Spa","Japanese onsen + Thai massage; private rooms for solo/couples. Lingorm's relaxation pick in KKday luxury segment.","結合日式溫泉與泰式按摩，提供單人／雙人私人房。出現在 KKday 玲玲奢華行程的放鬆環節。","https://www.kkday.com/zh-hk/blog/111889/lingorm-bangkok-itinerary-attractions-guide","KKday","Published","13.7300000","100.5620000","♨️","TH","bangkok","sook-sabai-onsen-spa"
"Sourcream Factory @ PARC Bangna","Sourcream Factory（PARC Bangna）","","https://www.google.com/maps/place/Sourcream+Factory+@+PARC+Bangna/@13.6670623,100.6475064,17z/data=!4m6!3m5!1s0x311d5fcbdc725425:0x46376175232bcad1!8m2!3d13.6670623!4d100.6475064!16s%2Fg%2F11z0106319?entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D","Restaurant","Ling likes it, CH3 X.

Ref: https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","Ling like it, CH3 X

Ref: https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","https://maps.app.goo.gl/SThB6uC4zygrANNY7, https://www.threads.com/@___epoh___/post/DYK4FpIk7TJ","Threads","Published","13.6670623","100.6475064","🍽","TH","bangkok","sourcream-factory-parc-bangna"
